product,size,price,in_stock,category,date_added
silver  tie ,L,,Yes,Accessories,
blue pants,L,71.16,,Bottoms,01/15/2025
silver  tie ,XL,-19.72,,Accessories,03-Sep-2024
white dress,s,242.46,unknown,Dresses,10/16/2024
green hoodie,XS,51.25,N,Tops,22-Oct-2024
unknown product,Large,26.43,No,Outerwear,03/07/2025
khaki shorts,XS,25.77,TRUE,Bottoms,22-Apr-2025
khaki shorts,s,48.58,TRUE,Bottoms,06/02/2025
gray sweater,XXL,50.11,FALSE,Tops,02/03/2025
green hoodie,M,59.54 USD,TRUE,Tops,
black boots,xs,,FALSE,Shoes,
blue shirt,,54.46,TRUE,Tops,2025-04-21
navy blazer,S,216.98,,Formal,
blue shirt,L,59.55,TRUE,Tops,12/19/2024
 blue shirt ,M,53.45,FALSE,Tops,05-Jan-2025
,XS,1952.4999999999998,TRUE,Shoes,09/04/2024
pink blouse,XL,62.22,FALSE,Tops,
red shirt,XS,33.32,TRUE,Tops,2025-12-06T01:18:00
pink blouse, M ,57.89,,Tops,14-Jul-2025
red  shirt  ,M,45.42,TRUE,Tops,14-May-2025
Black Jeans,L,86.97,FALSE,Bottoms,09/22/2024
khaki shorts,xl,52.72,FALSE,Bottoms,2025-02-17
white sneakers,N,149.17,TRUE,Shoes,11/03/2025
blue pants,N,-73.18,,Bottoms,08/10/2024
gray sweater,XS,45.18,N,Tops,12/15/2024
white sneakers,L,-160.5,FALSE,Shoes,09/14/2025
black-tuxedo ,XXL,226.56,FALSE,Formal,10/20/2024
blue pants,s,$48.72,,Bottoms,2026-04-03
sports socks,S,21.77,FALSE,Accessories,2025-06-26
leather wallet, XL ,78.69,,Accessories,01/02/2025
silver tie,,23.63,0,Accessories,09-Feb-2025
yellow skirt,L,62.07,FALSE,Bottoms,20-Jun-2025
red shirt,L,29.47,Yes,Tops,12/15/2024
WHITE DRESS,XXL,188.52,FALSE,Dresses,2025-09-08
 brown belt ,XXL,44.13,unknown,Accessories,08/31/2025
khaki shorts,XXL,51.97,TrUe,Bottoms,09/09/2025
gray sweater,XS,-43.67,FALSE,Tops,11/01/2024
LEATHER WALLET,M,118.75,TRUE,Accessories,2025-06-12
blue-pants  ,s,free,FALSE,Bottoms,28-Dec-2025
gray sweater,XS,53.98,TRUE,Tops,26-Nov-2024
Black Tuxedo,L,427.96,unknown,Formal,07/04/2025
khaki shorts,x l,40.04,FALSE,Bottoms,04/19/2025
red shirt,med,33.3,0,Tops,02/02/2025
khaki shorts,x l,39.68,TRUE,Bottoms,01-May-2025
green hoodie,XL,55.09,0,Tops,2025-03-14
brown belt,S,"53,80",No,Accessories,28-Oct-2025
Red Shirt, S ,"36,38",FALSE,Tops,10/14/2024
SILVER TIE,S,-50.7,TRUE,Accessories,07-Mar-2025
navy blazer,XL,177.77,TRUE,Formal,19-Dec-2024
Blue Pants,S,87.27,TRUE,Bottoms,01/29/2026
gray sweater,Large,130.65,TRUE,Tops,
denim jacket,XXL,,FALSE,Outerwear,08/01/2025
navy blazer,XS,3314.4,,Formal,10-Oct-2025
blue pants,XS,85.77,TRUE,Bottoms,09-Sep-2024
black tuxedo,M,770.29,Y,Formal,08/30/2025
white sneakers,L,,,Shoes,30-Sep-2024
white sneakers, m,102.06 USD,FALSE,Shoes,04/16/2025
navy blazer,S,371.6,N,Formal,12-May-2025
white tuxedo,M,free,FALSE,Formal,2024-09-20
black boots,L,305.2,TRUE,Shoes,25-Apr-2025
blue shirt,XL,-49.59,FALSE,Tops,2025-05-02T13:25:00
brown belt,x l,21.07,TRUE,Accessories,2024-11-24T02:41:00
silver  tie,XS,59.95,0,Accessories,02/21/2025
white  dress,XS,165.56,FALSE,Dresses,2025-09-25
white tuxedo,One Size,,,Formal,12/20/2024
white sneakers,XXL,"149,45",FALSE,Shoes,2025-12-19
khaki shorts,,,TRUE,Bottoms,
,XS,73.3,No,,10/04/2025
pink blouse, XS ,86.64,TRUE,Tops,20-Oct-2024
navy blazer,N,337.4,,Formal,07/25/2025
pink blouse,XXL,free, false,Tops,03-Sep-2025
red shirt,M,45.32,FALSE,Tops,09/05/2025
black jeans,XXL,,FALSE,Bottoms,2025-06-22
yellow skirt,S,102.68,TRUE,Bottoms,2025-09-08
pink blouse,XXL,,FALSE,Tops,2026-05-24
green hoodie,Large,83.93 USD,FALSE,Tops,2025-06-08T00:53:00
Leather Wallet,M,119.68,N,Accessories,2024-11-27
pink blouse,XL,51.89 USD,TRUE,Tops,2026-04-02
sports socks,XXL,15.11,1,Accessories,2026-03-05
leather wallet,L,60.84,TRUE,Accessories,12-Jul-2025
Denim Jacket,XL,153.34  ,No,Outerwear,2024-11-26
leather wallet,XXL,,TRUE,Accessories,2025-03-24
black jeans,M,6188.0,TRUE,Bottoms,2026-04-22
blue pants,XS,,TRUE,Bottoms,2024-08-24
 brown belt ,med,52.61,TRUE,Accessories,2025-09-20
??, M ,,FALSE,Tops,01/04/2025
black boots,L ,126.15,FALSE,Shoes,not a date
white dress,M,$189.78,TRUE,Dresses,27-Sep-2024
gray sweater,S,51.96,FALSE,Tops,22-May-2025
white dress,XS,233.81,TRUE,Dresses,2024-12-31
blue shirt,XS,48.36 USD,TRUE ,Tops,2024-11-21
silver tie,L,61.33,No,Accessories,07-May-2025
white dress,xxl,249.96,unknown,Dresses,2026-04-06
yellow skirt,xl,52.7,FALSE,Bottoms,2024-09-17
denim jacket,,76.24,FALSE,Outerwear,2024-09-28
,l,$785.27,FALSE,Tops,03/08/2025
black boots,S,182.51,0,Shoes,2025-03-03
 white tuxedo ,XL,622.58,FALSE,Formal,2025-04-22
pink blouse,XS,56.06,,Tops,12/05/2025
sports socks,L,11.29,1,Accessories,2024-11-04T16:41:00
 white dress ,XS,122.54,TRUE,Dresses,2024-09-25
black boots,XS,$259.16,1,Shoes,10/16/2024
red shirt,M,56.79,TRUE,Tops,2026-04-02
leather wallet, XL ,92.27,FALSE,Accessories,2025-07-24
WHITE TUXEDO,XXL,353.36 USD,TRUE,Formal,25-Jun-2025
green hoodie,XL,59.52,unknown,Tops,2025-09-02
silver tie,N,36.73,FALSE,Accessories,23-Mar-2025
brown belt,XL,44.46 USD,TRUE,Accessories,11/05/2024
khaki_shorts,S,69.82,,Bottoms,10/12/2024
gray sweater,Large,$58.81,TrUe,Tops,2025-11-06T09:10:00
White Sneakers,XXL,88.41 ,TRUE,Shoes,2026-02-13
sports  socks ,,11.31,TRUE,Accessories,
Blue Pants,S,,FALSE,Bottoms,15-Oct-2024
red shirt,L,27.85,unknown,Tops,2025-01-28
black tuxedo,XS,713.97 USD,TRUE,Formal,2024-12-10
silver tie,3XL,$64.67,,Accessories,11-Aug-2024
YELLOW SKIRT,M,108.85,TRUE ,Bottoms,06/08/2025
blue shirt,One Size,35.26,FALSE,Tops,2024-11-24
brown belt,XS,44.5,,Accessories,2024-10-12
 khaki shorts ,L,56.1,FALSE,Bottoms,2024-12-29
Khaki Shorts,XL,2960.5,TRUE,Bottoms,02-Jan-2025
??,XXL,118.62 USD,FALSE,Outerwear,09/22/2025
gray sweater,x l,97.16,Yes,Tops,09/05/2025
white sneakers,S,93.49,TRUE,Shoes,2025-11-17
brown belt,med,484.4,FALSE,Accessories,11-Feb-2025
black boots,s,88.96,FALSE,Shoes,12/09/2024
navy blazer,med,163.22  ,FALSE,Formal,12/18/2024
pink_blouse ,XXL,36.91,TRUE,Tops,16-Jun-2025
khaki shorts,S,43.39,FALSE,Bottoms,30-Jul-2025
white sneakers,XXL,68.63,TRUE,Shoes,01/25/2026
navy blazer,3XL,147.84,FALSE,Formal,
white sneakers,L,59.94,FALSE,Shoes,06/19/2025
gray sweater, L ,43.35,TRUE,Tops,28-Aug-2025
navy blazer,XXL,,TRUE,Formal,27-Jan-2025
khaki shorts,xl,62.3,TRUE,Bottoms,2025-12-21
sports socks,S,23.69,FALSE,Accessories,07-Jan-2026
yellow skirt,XXL,58.49,unknown,Bottoms,2025-08-31
 black boots ,M,225.61,TRUE ,Shoes,12/07/2025
leather wallet,L,60.84,TRUE,Accessories,12-Jul-2025
SPORTS SOCKS,L,"10,640",FALSE,Accessories,03-Aug-2025
yellow skirt,M,47.89,TRUE,Bottoms,2024-11-18
SPORTS SOCKS,XS,11.98,FALSE,Accessories,29-Dec-2024
silver tie,N,60.16,FALSE,Accessories,
black jeans,XS,87.19 USD,FALSE,Bottoms,09/03/2025
 white sneakers ,S,1609.6000000000001,FALSE,Shoes,10/27/2024
leather wallet,M,32.08,FALSE,Accessories,2026-02-06
brown belt,Large,15.28,TRUE,Accessories,03/28/2025
sports socks,XL,14.85,FALSE,Accessories,07-Jan-2025
silver tie,,,FALSE,Accessories,31-May-2025
leather wallet,XXL,free,FALSE,Accessories,17-Dec-2024
sports socks,XS,22.43,TRUE,Accessories,2025-12-04
red shirt,XL,40.43,1,Tops,20-Oct-2025
black boots,XL,free,TRUE,Shoes,10-Aug-2024
pink blouse,XXL,48.66,0,Tops,12-Mar-2025
brown-belt , XL ,52.89,FALSE,Accessories,05/16/2025
yellow skirt,M,42.49,,Bottoms,30-Aug-2024
silver tie,XXL,35.59,TRUE,Accessories,13/40/2024
gray sweater,,62.12,TRUE,Tops,15-Jan-2025
white dress,XL,192.28 USD,FALSE,Dresses,2025-06-06
green hoodie,XS,63.41,FALSE,Tops,2025-05-20
blue-pants,XXL,58.73,TRUE,Bottoms,2025-03-21
black jeans,XXL,59.73,FALSE,Bottoms,13/40/2024
yellow skirt,XXL,,FALSE,Bottoms,
blue shirt,XXL,,FALSE,Tops,2025-08-07
navy blazer,M,333.49,TRUE,Formal,29-Oct-2024
red shirt,L,35.91,TRUE,Tops,2025-10-14
blue pants,XS,84.98,,Bottoms,12-Jan-2025
blue pants,L,47.01,,Bottoms,2024-12-02T05:27:00
black tuxedo,N,381.12,FALSE,Formal,2025-06-02
black jeans,XXL,124.11,,Bottoms,2026-01-28
khaki shorts,L,62.78,TRUE,Bottoms,2025-12-03
white sneakers,3XL,103.69 USD,No,Shoes,20-Jan-2026
brown belt,l,49.74,TRUE,Accessories,2024-12-06
khaki shorts,XL,30.79,FALSE,Bottoms,11-Jul-2025
pink-blouse  ,M,54.64,TRUE,Tops,04/04/2025
white sneakers,S,,FALSE,Shoes,09/19/2025
 white sneakers ,xs,90.11,FALSE,Shoes,01/18/2025
silver tie,XS,,Yes,Accessories,2025-02-11
brown belt,N,40.99 USD,,Accessories,10/05/2024
black jeans,,68.06,FALSE,Bottoms,09/16/2024
black boots,L,free,FALSE,Shoes,2025-11-21
black tuxedo, XXL ,,,Formal,2025-03-17
khaki shorts,xl,36.86,TRUE,Bottoms,10/30/2025
brown belt,XXL,26.46,No,Accessories,2025-07-22T16:33:00
silver tie,med,26.07,FALSE,Accessories,07/18/2025
white sneakers,3XL,66.43,TRUE ,Shoes,01/05/2026
sports socks,S,21.44,Y,Accessories,29-Oct-2024
WHITE TUXEDO,S,456.85,TRUE,Formal,06-Feb-2025
black boots,L ,211.81,Y,Shoes,2025-06-03
,M,237.85,TRUE,Tops,2024-08-26
leather wallet, XXL ,,TRUE,Accessories,10/03/2024
black boots,XL,92.4,FALSE,Shoes,
pink blouse,XS,free,TRUE,Tops,08/01/2025
blue shirt,XL,42.4,TRUE,Tops,26-Jul-2025
white-tuxedo,s,553.33,FALSE,Formal,30-Sep-2025
yellow_skirt ,XL,102.51,TRUE,Bottoms,2025-07-24
leather wallet,s,42.72,TRUE,Accessories,07/16/2025
LEATHER WALLET,XXL,48.98,FALSE,Accessories,17-Dec-2025
green hoodie,L,"55,52",,Tops,2024-11-23
Navy Blazer,XL,260.75,TRUE,Formal,10/07/2025
red shirt,N,36.78,Y,Tops,01-Feb-2026
brown belt,XS,33.37,TRUE,Accessories,08/15/2024
red shirt,M,56.79,TRUE,Tops,2026-04-02
khaki shorts,One Size,49.63,TRUE,Bottoms,04/11/2025
green hoodie,L,,TRUE,Tops,07/10/2025
brown belt,s,,TRUE,Accessories,2025-09-30
denim jacket,S,181.84,TRUE,Outerwear,01/09/2025
white tuxedo,XL,360.54,FALSE,Formal,2025-09-06
blue pants,XL,53.7,FALSE,Bottoms,09/19/2024
white sneakers, XXL ,95.71  ,TRUE,Shoes,20-Nov-2024
Silver Tie,XL,29.29,Y,Accessories,
sports socks,XL,free,TRUE,Accessories,2025-10-05
silver tie,XXL,30.12 ,TRUE,Accessories,not a date
denim jacket,XL,213.99,FALSE,Outerwear,2025-04-15
blue pants,xl,71.67 USD,FALSE,Bottoms,2025-08-06
pink blouse,M,,1,Tops,15-Sep-2025
NAVY BLAZER,M,178.21,TRUE,Formal,2025-08-04
blue shirt,XS,5631.0,TRUE,Tops,10/25/2025
yellow skirt,M,80.58,TRUE,Bottoms,2025-07-30
black boots,L,244.22,FALSE,Shoes,05/18/2025
green hoodie,XXL,46.07,FALSE,Tops,10/12/2025
white dress,L,$227.94,FALSE,Dresses,27-May-2025
khaki shorts,S,59.61,FALSE,Bottoms,01-Jan-2026
Khaki Shorts,XL,2962.0,TRUE,Bottoms,02-Jan-2025
green hoodie,XXL,60.07,,Tops,15-Feb-2025
blue shirt,M,31.14,TRUE,Tops,2024-10-11
SILVER TIE,XXL,36.04,TRUE,Accessories,2026-01-05T16:46:00
black jeans,XS,-49.89,FALSE,Bottoms,09-Nov-2025
BLUE SHIRT,M,58.25,,Tops,2025-12-05
,M,113.48,FALSE,Shoes,2024-08-18T21:52:00
black jeans,XXL,-81.69,FALSE,Bottoms,2025-12-16T02:21:00
navy blazer,S,152.15 USD,TRUE,Formal,21-Oct-2024
pink blouse,L,54.74,FALSE,Tops,2026-04-07
blue shirt,M,46.02,,Tops,2024-10-30
 black tuxedo ,x l,629.13,FALSE,Formal,
black tuxedo,XL,free,FALSE,Formal,2024-10-27
blue pants,XL,80.96,TRUE,Bottoms,2025-11-21
leather wallet,S,70.05,,Accessories,01/25/2026
SILVER TIE,S,33.39,TRUE,Accessories,31-May-2025
Denim Jacket,One Size,180.73,FALSE,Outerwear,2024-12-28
 black jeans , M ,free,0,Bottoms,09/28/2025
khaki shorts,M,30.84,TRUE,Bottoms,07-Oct-2024
silver tie,Large,48.18,unknown,Accessories,2025-04-09
sports socks,M,21.14,TRUE,Accessories,2024-08-18
blue pants,xxl,65.16,FALSE,Bottoms,2025-05-02
navy blazer,XXL,237.3,FALSE,Formal,not a date
black jeans,L,86.6,TRUE,Bottoms,13-Aug-2025
BLACK BOOTS,XL,153.02,,Shoes,12/20/2025
pink blouse,s,93.51,FALSE,Tops,12/15/2025
sports socks,XL,-20.0,,Accessories,06-Dec-2025
khaki shorts,L,71.28,FALSE,Bottoms,31-Dec-2024
pink blouse,XXL,102.6,FALSE,Tops,2025-09-18
,M,55.27,TRUE,Outerwear,2024-08-30
 blue shirt ,M,45.93,TRUE,Tops,09/03/2025
sports socks,M,54.900000000000006,FALSE,Accessories,
white sneakers,L,"107,590",TRUE,Shoes,2025-05-10
denim jacket,XXL,70.51,TRUE,Outerwear,23-Aug-2025
??,M,60.19,1,Formal,2025-08-11
blue shirt,XXL,"58,42",No,Tops,09/01/2025
black jeans, S ,75.14,FALSE,Bottoms,09/26/2025
pink blouse,xxl,,TRUE,Tops,
blue pants,XS,,FALSE,Bottoms,2025-02-14
black tuxedo,XL,506.84,TRUE,Formal,12/09/2024
sports socks, l ,6.1,TRUE,Accessories,12/10/2025
khaki shorts,XXL,33.9,TRUE,Bottoms,09/02/2025
GREEN HOODIE,s,72.65,FALSE,Tops,27-Jul-2025
sports socks,XL,5.54,Y,Accessories,2025-03-05
white sneakers,xs,57.33,,Shoes,
denim jacket,XXL,217.84,FALSE,Outerwear,11/03/2024
blue shirt,One Size,35.26,FALSE,Tops,2024-11-24
silver tie,M,60.42,N,Accessories,17-Sep-2025
denim jacket,XL,119.94,FALSE,Outerwear,01/15/2026
red shirt,L,28.1,1,Tops,2024-08-18
pink blouse,XXL,67.27,TRUE,Tops,2026-01-11
khaki shorts,XXL,54.34,FALSE,Bottoms,2025-08-22
white dress,XXL,134.11,TRUE,Dresses,14-Jan-2025
pink blouse,S,99.42,1,Tops,18-Sep-2024
white tuxedo,XL,373.75,TRUE,Formal,2024-09-01
leather wallet,Large,"51,69",0,Accessories,01/11/2026
white dress,One Size,, false,Dresses,2025-08-18T08:12:00
sports socks,,14.07  ,No,Accessories,03/13/2025
LEATHER WALLET,XXL,92.09,FALSE,Accessories,27-Jul-2025
yellow skirt,XXL,4651.0,FALSE,Bottoms,15-Jan-2025
silver  tie,XS,49.56,FALSE,Accessories,10-Aug-2025
 blue pants ,XL,,unknown,Bottoms,28-Nov-2025
black boots,XXL,,TRUE,Shoes,10/28/2025
blue shirt,S,58.07,Yes,Tops,04/09/2025
leather wallet, M ,,FALSE,Accessories,2024-12-27
yellow skirt,L,58.68,1,Bottoms,12/14/2024
white dress,L,$175.86,Y,Dresses,07-Jul-2025
denim jacket,3XL,67.23,FALSE,Outerwear,2024-11-16
khaki shorts,L,,FALSE,Bottoms,2025-08-13
denim jacket,XL,71.64,TRUE,Outerwear,2025-08-22
black jeans, xl ,$47.16,TRUE,Bottoms,19-Sep-2025
khaki shorts,M,58.59,TRUE,Bottoms,24-Dec-2025
navy blazer,L,182.15,FALSE,Formal,2026-01-10
white sneakers,S,166.39,FALSE,Shoes,12/02/2024
black boots,XL,285.56,FALSE,Shoes,09/24/2025
navy blazer,XL,,TRUE,Formal,2025-04-22
green hoodie,M,72.21,TRUE,Tops,2025-09-17T06:31:00
white dress,M,-181.62,TRUE,Dresses,10/14/2024
navy blazer,XL,130.33,unknown,Formal,2025-06-03
,XS,31.85,FALSE,Formal,22-Sep-2024
,L,,TRUE,Accessories,2024-11-05
blue shirt,XL,45.19,FALSE,Tops,2025-03-17
black boots,XL,"301,400",FALSE,Shoes,not a date
denim jacket,m,63.72,TRUE,Outerwear,10/30/2024
brown belt,M,47.25,FALSE,Accessories,06/04/2025
white sneakers,XXL,125.53,FALSE,Shoes,2024-10-16
sports socks,M,21.78,TRUE,Accessories,2024-08-18
red shirt,XS,31.2,N,Tops,28-Oct-2024
white tuxedo,L,$324.59,TRUE,Formal,25-Jun-2025
white tuxedo,XS,512.61,Yes,Formal,16-Aug-2025
blue shirt,,55.04,unknown,Tops,
khaki shorts, XL ,,N,Bottoms,09-Jan-2025
YELLOW SKIRT,L,31.58,FALSE,Bottoms,24-Jun-2025
silver tie,M,,FALSE,Accessories,04/15/2025
black tuxedo, S ,631.3,unknown,Formal,22-Apr-2025
white sneakers,L,75.9,,Shoes,03-Feb-2025
white sneakers,,,TRUE,Shoes,12/21/2025
yellow_skirt  ,XS,,FALSE,Bottoms,23-Dec-2024
blue pants,S,"40,650",FALSE,Bottoms,2026-02-23
silver tie,L,39.88,TRUE,Accessories,2025-01-20T03:26:00
Sports Socks,S,23.59,TRUE,Accessories,2025-12-08
sports socks,L ,24.08,TRUE,Accessories,2025-03-01T08:44:00
blue pants,M,79.97,TRUE,Bottoms,2026-01-15
Gray Sweater,N,112.0,T,Tops,2024-08-26
white sneakers,XXL,82.24,N,Shoes,02/16/2025
blue pants,XXL,8486.0,FALSE,Bottoms,28-Sep-2025
green hoodie,XL,75.33,Yes,Tops,
brown belt,XXL,44.76,FALSE,Accessories,2026-03-07
denim jacket,XS,,TRUE,Outerwear,18-May-2025
white tuxedo,xs,225.34,TRUE,Formal,2024-12-21
pink blouse,XS,117.4,FALSE,Tops,17-Dec-2024
blue pants,XL,54.56,FALSE,Bottoms,
black boots,xs,311.04,,Shoes,2025-07-28
leather wallet,M,59.49,FALSE,Accessories,2025-06-01
blue pants,S,89.22,FALSE,Bottoms,12-Oct-2025
black boots,med,292.63,FALSE,Shoes,10/11/2025
khaki shorts,xs,55.91  ,FALSE,Bottoms,2025-04-29
red shirt,One Size,26.64,FALSE,Tops,11/14/2024
black boots,N,209.75,TRUE,Shoes,2024-10-06
black jeans,S,104.22,FALSE,Bottoms,2025-09-20
,s,,TRUE,Formal,2025-03-02
Denim Jacket,M,148.83,FALSE,Outerwear,10-Jan-2026
pink blouse,XS,,,Tops,15-Jul-2025
black tuxedo, XL ,3179.3,FALSE,Formal,04/19/2025
black jeans,XL,82.07,TRUE,Bottoms,06/15/2025
blue pants,m,56.54,unknown,Bottoms,2026-02-14
 black tuxedo ,S,624.28,FALSE,Formal,14-Jul-2025
black tuxedo,M,452.64,TRUE,Formal,10/02/2025
denim jacket,XS,196.91,Y,Outerwear,01/26/2026
leather wallet,N,116.54,FALSE,Accessories,11/21/2024
yellow skirt,M,$79.46,FALSE,Bottoms,
pink blouse,XXL,95.08,Y,Tops,02-Apr-2025
navy blazer,L,,FALSE,Formal,15-Nov-2024
yellow skirt,M,44.53 USD,FALSE,Bottoms,06-Aug-2025
black jeans,3XL,-73.7,TRUE,Bottoms,2025-11-30
red shirt,XL,43.99,FALSE,Tops,08/31/2025
pink blouse,M,,,Tops,2024-08-19
leather-wallet,XL,37.77,FALSE,Accessories,
denim jacket,3XL,67.23,FALSE,Outerwear,2024-11-16
blue pants,XL,60.63,TRUE,Bottoms,06/18/2025
green hoodie, m,3890.0,TRUE,Tops,11/04/2024
sports socks,XXL,15.72,unknown,Accessories,10/07/2025
blue shirt,M,34.83,TRUE,Tops,2024-10-06
brown belt,XS,39.26,,Accessories,12/22/2025
khaki shorts,,69.39,TRUE,Bottoms,29-Sep-2025
blue pants,XS,75.80 USD,No,Bottoms,12/14/2024
sports socks,L,603.5,No,Accessories,09/04/2025
GRAY SWEATER,Large,103.64,FALSE,Tops,09/21/2024
black tuxedo,M,484.36,FALSE,Formal,06-Jun-2025
navy blazer,,131.04,TRUE,Formal,2025-08-10
Blue Pants,S,86.48,TRUE,Bottoms,01/29/2026
green hoodie,XL,"88,81",FALSE,Tops,07/20/2025
black jeans,M,"111,060",FALSE,Bottoms,10/20/2024
gray sweater,l,4145.0,FALSE,Tops,13-Nov-2025
Leather Wallet,S,100.74,TRUE,Accessories,2026-04-08
Silver Tie,XS,50.73,TRUE,Accessories,28-Jan-2025
leather wallet,XL,33.06,FALSE,Accessories,09/06/2024
khaki shorts,L,36.44,TRUE,Bottoms,12/29/2024
denim jacket,XS,70.14,,Outerwear,2026-03-11
green hoodie,S,6135.0,FALSE,Tops,26-Nov-2024
SILVER TIE,M,19.48,FALSE,Accessories,10/07/2024
white sneakers,XS,85.19,TRUE,Shoes,02/24/2025
,N,,FALSE,Accessories,10/09/2025
silver tie,XS,46.08,TRUE,Accessories,17-Aug-2025
gray sweater,S,136.96,TRUE,Tops,12/18/2025
denim jacket,M,99.58,1,Outerwear,08/05/2025
white dress,M,,TRUE,Dresses,2024-10-07
SPORTS SOCKS,med,,TRUE,Accessories,22-Aug-2024
black_tuxedo ,L ,530.57,FALSE,Formal,
navy blazer,L,297.35,TRUE,Formal,12/18/2024
khaki shorts,XL,68.65,FALSE,Bottoms,2026-04-16
black boots,XL,121.36,TRUE,Shoes,2025-01-29
yellow skirt, m,87.06,TRUE,Bottoms,2025-05-10
denim jacket,XXL,154.39,TRUE,Outerwear,16-Oct-2025
sports socks,L ,19.76 USD,unknown,Accessories,09/29/2025
navy blazer,N,257.9,FALSE,Formal,2025-12-13
brown belt,XS,$28.15,FALSE,Accessories,01/23/2026
Green Hoodie,L,44.86,FALSE,Tops,2024-12-14
blue pants,XS,73.26,T,Bottoms,02/08/2025
black jeans, m,$98.74,FALSE,Bottoms,2026-05-13
sports socks,L,,TRUE,Accessories,07/21/2025
black jeans,XS,"72,45",TRUE ,Bottoms,01/12/2026
sports socks,l,19.65,TRUE,Accessories,10-Jul-2025
navy blazer,XXL,161.98,FALSE,Formal,02/16/2025
red shirt,XL,31.55,Yes,Tops,10-Mar-2025
yellow skirt,L,free,FALSE,Bottoms,12/03/2025
navy blazer,l,,FALSE,Formal,10-Oct-2024
yellow skirt,s,42.48,FALSE,Bottoms,2025-08-18
denim jacket,N,"183,57",unknown,Outerwear,27-Aug-2025
,XS,"89,66",FALSE,Bottoms,2026-05-12
blue pants,L,55.59,unknown,Bottoms,12/18/2025
Brown Belt,S,50.68,FALSE,Accessories,2024-09-20
khaki-shorts  ,XL,67.23,FALSE,Bottoms,03/03/2025
unknown product,XL,108.8,unknown,Outerwear,08/28/2024
blue pants,XL,69.06,FALSE,Bottoms,25-May-2025
NAVY BLAZER,XS,,FALSE,Formal,08/10/2025
gray sweater,XL,57.80 USD,TRUE,Tops,07/04/2025
red shirt,s,51.19,,Tops,2025-02-26
blue pants,M,"74,85",Y,Bottoms,2026-01-21
navy blazer,M,,0,Formal,09/12/2024
NAVY BLAZER,M,276.7,TRUE,Formal,2025-07-10
green hoodie,,65.09,TRUE,Tops,2025-04-21
white sneakers,,$111.29,unknown,Shoes,16-Jun-2025
black jeans,XL,79.88,No,Bottoms,09/23/2024
denim jacket,XS,131.36,,Outerwear,29-Dec-2025
khaki shorts,XL,61.29,TRUE,Bottoms,12/30/2025
red shirt,XXL,37.91,TRUE,Tops,26-Aug-2025
green hoodie,XL,45.91,TRUE,Tops,09/02/2024
sports-socks  ,L,,TRUE,Accessories,14-Jun-2025
black jeans,xxl,93.01,FALSE,Bottoms,10/30/2025
,XS,$36.95,TRUE,Tops,28-Jan-2025
DENIM JACKET,XL,125.89 USD,Y,Outerwear,2025-04-20T21:52:00
silver tie, m,32.16,N,Accessories,
brown belt,L,-18.14,TRUE,Accessories,25-Sep-2024
khaki shorts,XXL,32.8,TRUE,Bottoms,09/02/2025
 leather wallet ,M,35.45,FALSE,Accessories,2025-05-22
leather wallet,XL,-79.48,FALSE,Accessories,10-Feb-2025
DENIM JACKET,XXL,"162,580",FALSE,Outerwear,09/27/2024
black jeans,XL,128.3,TRUE,Bottoms,28-May-2025
black jeans, XL ,,TRUE,Bottoms,10-Dec-2025
unknown product,S,$41.72,TRUE,Tops,2025-07-12
blue pants,XL,-42.32,FALSE,Bottoms,2026-01-15
denim jacket, L ,120.09,False,Outerwear,2025-01-09
green hoodie,med,66.49,unknown,Tops,11/18/2025
denim jacket,XS,160.46 USD,FALSE,Outerwear,10-Nov-2025
brown belt,XXL,free,TRUE,Accessories,03/13/2025
denim jacket,Large,117.41,,Outerwear,2025-01-07T10:09:00
denim_jacket  ,L,$171.46,unknown,Outerwear,17-May-2025
denim jacket,L,119.3,FALSE,Outerwear,2025-05-07
black boots,S,275.98,TRUE,Shoes,04/07/2025
green hoodie,L,,TRUE,Tops,07/10/2025
silver tie,M,36.24,FALSE,Accessories,29-Oct-2025
khaki shorts, XXL ,5094.0,,Bottoms,02-Aug-2025
Pink Blouse, XXL ,,TRUE,Tops,2024-09-23
pink_blouse,x l,109.53,TRUE,Tops,03/25/2025
brown belt,XXL,50.65 USD,TRUE,Accessories,2025-09-30
white tuxedo,L,642.07,,Formal,15-Oct-2024
pink blouse,XXL,65.84,TRUE,Tops,2026-01-11
pink blouse,XL,96.39,FALSE,Tops,2024-08-12
denim jacket,L,$189.34,FALSE,Outerwear,08-Jan-2025
leather wallet,3XL,38.77,TRUE,Accessories,12/31/2024
leather wallet,Large,86.94,TRUE,Accessories,09/07/2025
silver tie,M,45.0,TRUE,Accessories,04/10/2025
denim jacket,XS,65.43,FALSE,Outerwear,2025-12-08
black jeans,S,59.13 USD,FALSE,Bottoms,2025-12-06
navy blazer,XS,267.19,FALSE,Formal,09/27/2025
red shirt,XXL,41.84,FALSE,Tops,22-Apr-2025
silver tie,XL,53.41,FALSE,Accessories,22-Jan-2026
green hoodie,L,42.02,TRUE,Tops,2025-12-21
navy blazer,XS,384.01,TRUE,Formal,2025-06-26
pink blouse,x l,111.85,FALSE,Tops,22-Jan-2025
brown belt,med,23.21,FALSE,Accessories,29-Dec-2024
silver tie,S,24.52,Yes,Accessories,2024-11-05
denim jacket,XXL,187.04,0,Outerwear,01/05/2025
