ProductKey,ShipDateKey,SalesTerritoryKey,SalesOrderNumber,OrderQuantity,UnitPrice,UnitPriceDiscountPct,ProductStandardCost,ShipDate,ProductName,Subcategory,Category
217,20071029,6,SO56488,1,34.99,0,13.0863,10/29/2007,"Sport-100 Helmet, Black",Helmets,Accessories
225,20080214,4,SO63745,1,8.99,0,6.9223,2/14/2008,AWC Logo Cap,Caps,Clothing
606,20080419,10,SO68147,1,539.99,0,343.6496,4/19/2008,"Road-750 Black, 52",Road Bikes,Bikes
528,20080617,9,SO72624,1,4.99,0,1.8663,6/17/2008,Mountain Tire Tube,Tires and Tubes,Accessories
225,20071020,8,SO56051,1,8.99,0,6.9223,10/20/2007,AWC Logo Cap,Caps,Clothing
485,20071110,6,SO57335,1,21.98,0,8.2205,11/10/2007,Fender Set - Mountain,Fenders,Accessories
384,20070919,10,SO54246,1,1120.49,0,713.0798,9/19/2007,"Road-550-W Yellow, 40",Road Bikes,Bikes
481,20080520,4,SO70512,1,8.99,0,3.3623,5/20/2008,"Racing Socks, M",Socks,Clothing
580,20071206,9,SO58815,1,1700.99,0,1082.51,12/6/2007,"Road-350-W Yellow, 40",Road Bikes,Bikes
480,20080128,4,SO62511,1,2.29,0,0.8565,1/28/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
477,20080113,9,SO61540,1,4.99,0,1.8663,1/13/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
537,20071104,4,SO56831,1,35.0,0,13.09,11/4/2007,HL Mountain Tire,Tires and Tubes,Accessories
217,20080629,9,SO73565,1,34.99,0,13.0863,6/29/2008,"Sport-100 Helmet, Black",Helmets,Accessories
369,20070109,9,SO48810,1,2443.35,0,1518.7864,1/9/2007,"Road-250 Red, 48",Road Bikes,Bikes
588,20071223,10,SO60128,1,769.49,0,419.7784,12/23/2007,"Mountain-400-W Silver, 40",Mountain Bikes,Bikes
371,20070514,9,SO50407,1,2181.5625,0,1320.6838,5/14/2007,"Road-250 Red, 58",Road Bikes,Bikes
530,20080612,7,SO72235,1,4.99,0,1.8663,6/12/2008,Touring Tire Tube,Tires and Tubes,Accessories
222,20080312,7,SO65588,1,34.99,0,13.0863,3/12/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
360,20070210,7,SO49193,1,2049.0982,0,1105.81,2/10/2007,"Mountain-200 Black, 42",Mountain Bikes,Bikes
536,20080414,10,SO67774,1,29.99,0,11.2163,4/14/2008,ML Mountain Tire,Tires and Tubes,Accessories
484,20070921,10,SO54342,1,7.95,0,2.9733,9/21/2007,Bike Wash - Dissolver,Cleaners,Accessories
536,20080111,6,SO61452,1,29.99,0,11.2163,1/11/2008,ML Mountain Tire,Tires and Tubes,Accessories
477,20080326,4,SO66462,1,4.99,0,1.8663,3/26/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
214,20071005,4,SO55135,1,34.99,0,13.0863,10/5/2007,"Sport-100 Helmet, Red",Helmets,Accessories
528,20080123,6,SO62208,1,4.99,0,1.8663,1/23/2008,Mountain Tire Tube,Tires and Tubes,Accessories
214,20080202,7,SO62787,1,34.99,0,13.0863,2/2/2008,"Sport-100 Helmet, Red",Helmets,Accessories
477,20080616,4,SO72532,1,4.99,0,1.8663,6/16/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
529,20080125,8,SO62321,1,3.99,0,1.4923,1/25/2008,Road Tire Tube,Tires and Tubes,Accessories
481,20080617,8,SO72621,1,8.99,0,3.3623,6/17/2008,"Racing Socks, M",Socks,Clothing
313,20051007,9,SO44276,1,3578.27,0,2171.2942,10/7/2005,"Road-150 Red, 52",Road Bikes,Bikes
472,20071227,4,SO60418,1,63.5,0,23.749,12/27/2007,"Classic Vest, M",Vests,Clothing
477,20080803,8,SO74993,1,4.99,0,1.8663,8/3/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
356,20070110,10,SO48816,1,2071.4196,0,1117.8559,1/10/2007,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
598,20080528,6,SO71058,1,539.99,0,294.5797,5/28/2008,"Mountain-500 Black, 44",Mountain Bikes,Bikes
477,20080429,4,SO68756,1,4.99,0,1.8663,4/29/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
538,20071111,9,SO57417,1,21.49,0,8.0373,11/11/2007,LL Road Tire,Tires and Tubes,Accessories
481,20080221,4,SO64137,1,8.99,0,3.3623,2/21/2008,"Racing Socks, M",Socks,Clothing
477,20070924,6,SO54491,1,4.99,0,1.8663,9/24/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
538,20080208,8,SO63328,1,21.49,0,8.0373,2/8/2008,LL Road Tire,Tires and Tubes,Accessories
477,20071124,7,SO58102,1,4.99,0,1.8663,11/24/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
535,20071005,6,SO55129,1,24.99,0,9.3463,10/5/2007,LL Mountain Tire,Tires and Tubes,Accessories
225,20071107,10,SO56994,1,8.99,0,6.9223,11/7/2007,AWC Logo Cap,Caps,Clothing
310,20051010,9,SO44328,1,3578.27,0,2171.2942,10/10/2005,"Road-150 Red, 62",Road Bikes,Bikes
217,20080309,8,SO65426,1,34.99,0,13.0863,3/9/2008,"Sport-100 Helmet, Black",Helmets,Accessories
540,20080506,4,SO69263,1,32.6,0,12.1924,5/6/2008,HL Road Tire,Tires and Tubes,Accessories
529,20071008,1,SO55347,1,3.99,0,1.4923,10/8/2007,Road Tire Tube,Tires and Tubes,Accessories
463,20080209,6,SO63379,1,24.49,0,9.1593,2/9/2008,"Half-Finger Gloves, S",Gloves,Clothing
225,20070921,7,SO54349,1,8.99,0,6.9223,9/21/2007,AWC Logo Cap,Caps,Clothing
480,20080805,6,SO75040,1,2.29,0,0.8565,8/5/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
346,20050716,10,SO43729,1,3399.99,0,1912.1544,7/16/2005,"Mountain-100 Silver, 44",Mountain Bikes,Bikes
360,20070213,7,SO49228,1,2049.0982,0,1105.81,2/13/2007,"Mountain-200 Black, 42",Mountain Bikes,Bikes
479,20080203,6,SO62868,1,8.99,0,3.3623,2/3/2008,Road Bottle Cage,Bottles and Cages,Accessories
490,20070920,6,SO54280,1,53.99,0,41.5723,9/20/2007,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing
225,20080511,4,SO69805,1,8.99,0,6.9223,5/11/2008,AWC Logo Cap,Caps,Clothing
480,20080314,7,SO65715,1,2.29,0,0.8565,3/14/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
314,20050723,9,SO43760,1,3578.27,0,2171.2942,7/23/2005,"Road-150 Red, 56",Road Bikes,Bikes
310,20060113,4,SO45104,1,3578.27,0,2171.2942,1/13/2006,"Road-150 Red, 62",Road Bikes,Bikes
478,20080110,9,SO61373,1,9.99,0,3.7363,1/10/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
477,20070912,8,SO53850,1,4.99,0,1.8663,9/12/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
538,20080301,4,SO64742,1,21.49,0,8.0373,3/1/2008,LL Road Tire,Tires and Tubes,Accessories
528,20080220,1,SO64098,1,4.99,0,1.8663,2/20/2008,Mountain Tire Tube,Tires and Tubes,Accessories
530,20080625,6,SO73197,1,4.99,0,1.8663,6/25/2008,Touring Tire Tube,Tires and Tubes,Accessories
485,20071130,8,SO58445,1,21.98,0,8.2205,11/30/2007,Fender Set - Mountain,Fenders,Accessories
480,20070822,10,SO52602,1,2.29,0,0.8565,8/22/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
536,20080120,9,SO61973,1,29.99,0,11.2163,1/20/2008,ML Mountain Tire,Tires and Tubes,Accessories
528,20080610,4,SO72079,1,4.99,0,1.8663,6/10/2008,Mountain Tire Tube,Tires and Tubes,Accessories
475,20071025,4,SO56294,1,69.99,0,26.1763,10/25/2007,"Women's Mountain Shorts, M",Shorts,Clothing
484,20080209,1,SO63382,1,7.95,0,2.9733,2/9/2008,Bike Wash - Dissolver,Cleaners,Accessories
583,20080217,10,SO63893,1,1700.99,0,1082.51,2/17/2008,"Road-350-W Yellow, 48",Road Bikes,Bikes
536,20071011,6,SO55521,1,29.99,0,11.2163,10/11/2007,ML Mountain Tire,Tires and Tubes,Accessories
361,20071023,9,SO56218,1,2294.99,0,1251.9813,10/23/2007,"Mountain-200 Black, 42",Mountain Bikes,Bikes
587,20080205,9,SO62999,1,769.49,0,419.7784,2/5/2008,"Mountain-400-W Silver, 38",Mountain Bikes,Bikes
488,20080313,10,SO65636,1,53.99,0,41.5723,3/13/2008,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing
471,20080325,9,SO66418,1,63.5,0,23.749,3/25/2008,"Classic Vest, S",Vests,Clothing
478,20080317,4,SO65897,1,9.99,0,3.7363,3/17/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
535,20080204,1,SO62893,1,24.99,0,9.3463,2/4/2008,LL Mountain Tire,Tires and Tubes,Accessories
537,20080304,7,SO64922,1,35.0,0,13.09,3/4/2008,HL Mountain Tire,Tires and Tubes,Accessories
485,20080807,6,SO75122,1,21.98,0,8.2205,8/7/2008,Fender Set - Mountain,Fenders,Accessories
361,20080413,9,SO67743,1,2294.99,0,1251.9813,4/13/2008,"Mountain-200 Black, 42",Mountain Bikes,Bikes
485,20070907,6,SO53426,1,21.98,0,8.2205,9/7/2007,Fender Set - Mountain,Fenders,Accessories
540,20080619,7,SO72757,1,32.6,0,12.1924,6/19/2008,HL Road Tire,Tires and Tubes,Accessories
350,20060318,7,SO45644,1,3374.99,0,1898.0944,3/18/2006,"Mountain-100 Black, 44",Mountain Bikes,Bikes
214,20070711,9,SO51237,1,34.99,0,13.0863,7/11/2007,"Sport-100 Helmet, Red",Helmets,Accessories
214,20080530,8,SO71216,1,34.99,0,13.0863,5/30/2008,"Sport-100 Helmet, Red",Helmets,Accessories
477,20080409,9,SO67464,1,4.99,0,1.8663,4/9/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
357,20080406,6,SO67184,1,2319.99,0,1265.6195,4/6/2008,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
217,20071027,10,SO56407,1,34.99,0,13.0863,10/27/2007,"Sport-100 Helmet, Black",Helmets,Accessories
536,20071125,6,SO58176,1,29.99,0,11.2163,11/25/2007,ML Mountain Tire,Tires and Tubes,Accessories
488,20080419,4,SO68115,1,53.99,0,41.5723,4/19/2008,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing
535,20080730,9,SO74845,1,24.99,0,9.3463,7/30/2008,LL Mountain Tire,Tires and Tubes,Accessories
489,20071215,10,SO59608,1,53.99,0,41.5723,12/15/2007,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing
214,20070925,6,SO54550,1,34.99,0,13.0863,9/25/2007,"Sport-100 Helmet, Red",Helmets,Accessories
477,20071230,9,SO60627,1,4.99,0,1.8663,12/30/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
598,20080519,4,SO70423,1,539.99,0,294.5797,5/19/2008,"Mountain-500 Black, 44",Mountain Bikes,Bikes
477,20080621,6,SO72881,1,4.99,0,1.8663,6/21/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
237,20080221,8,SO64160,1,49.99,0,38.4923,2/21/2008,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing
231,20080715,7,SO74409,1,49.99,0,38.4923,7/15/2008,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing
217,20080725,4,SO74718,1,34.99,0,13.0863,7/25/2008,"Sport-100 Helmet, Black",Helmets,Accessories
484,20080514,1,SO70035,1,7.95,0,2.9733,5/14/2008,Bike Wash - Dissolver,Cleaners,Accessories
362,20061225,10,SO48593,1,2049.0982,0,1105.81,12/25/2006,"Mountain-200 Black, 46",Mountain Bikes,Bikes
528,20070823,6,SO52651,1,4.99,0,1.8663,8/23/2007,Mountain Tire Tube,Tires and Tubes,Accessories
234,20071204,10,SO58670,1,49.99,0,38.4923,12/4/2007,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing
379,20060902,7,SO47292,1,2181.5625,0,1320.6838,9/2/2006,"Road-250 Black, 58",Road Bikes,Bikes
388,20080518,7,SO70370,1,1120.49,0,713.0798,5/18/2008,"Road-550-W Yellow, 44",Road Bikes,Bikes
480,20080611,10,SO72157,1,2.29,0,0.8565,6/11/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
222,20080704,1,SO73880,1,34.99,0,13.0863,7/4/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
388,20080110,9,SO61419,1,1120.49,0,713.0798,1/10/2008,"Road-550-W Yellow, 44",Road Bikes,Bikes
323,20060902,9,SO47303,1,782.99,0,486.7066,9/2/2006,"Road-650 Red, 60",Road Bikes,Bikes
477,20070918,9,SO54148,1,4.99,0,1.8663,9/18/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
477,20070820,1,SO52502,1,4.99,0,1.8663,8/20/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
540,20080223,7,SO64250,1,32.6,0,12.1924,2/23/2008,HL Road Tire,Tires and Tubes,Accessories
529,20080314,4,SO65739,1,3.99,0,1.4923,3/14/2008,Road Tire Tube,Tires and Tubes,Accessories
340,20060507,4,SO46019,1,699.0982,0,413.1463,5/7/2006,"Road-650 Black, 48",Road Bikes,Bikes
357,20071126,9,SO58243,1,2319.99,0,1265.6195,11/26/2007,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
539,20080725,9,SO74690,1,24.99,0,9.3463,7/25/2008,ML Road Tire,Tires and Tubes,Accessories
217,20080511,4,SO69860,1,34.99,0,13.0863,5/11/2008,"Sport-100 Helmet, Black",Helmets,Accessories
353,20071110,4,SO57353,1,2319.99,0,1265.6195,11/10/2007,"Mountain-200 Silver, 38",Mountain Bikes,Bikes
474,20080411,4,SO67597,1,69.99,0,26.1763,4/11/2008,"Women's Mountain Shorts, S",Shorts,Clothing
377,20061115,9,SO48133,1,2181.5625,0,1320.6838,11/15/2006,"Road-250 Black, 52",Road Bikes,Bikes
313,20060603,7,SO46301,1,3578.27,0,2171.2942,6/3/2006,"Road-150 Red, 52",Road Bikes,Bikes
228,20080603,6,SO71483,1,49.99,0,38.4923,6/3/2008,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing
529,20080211,8,SO63525,1,3.99,0,1.4923,2/11/2008,Road Tire Tube,Tires and Tubes,Accessories
528,20080505,1,SO69215,1,4.99,0,1.8663,5/5/2008,Mountain Tire Tube,Tires and Tubes,Accessories
580,20080316,7,SO65803,1,1700.99,0,1082.51,3/16/2008,"Road-350-W Yellow, 40",Road Bikes,Bikes
484,20080201,6,SO62715,1,7.95,0,2.9733,2/1/2008,Bike Wash - Dissolver,Cleaners,Accessories
479,20071011,4,SO55545,1,8.99,0,3.3623,10/11/2007,Road Bottle Cage,Bottles and Cages,Accessories
491,20080105,9,SO61032,1,53.99,0,41.5723,1/5/2008,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing
490,20080227,4,SO64550,1,53.99,0,41.5723,2/27/2008,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing
540,20070812,4,SO52079,1,32.6,0,12.1924,8/12/2007,HL Road Tire,Tires and Tubes,Accessories
480,20080310,9,SO65496,1,2.29,0,0.8565,3/10/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
478,20080724,4,SO74664,1,9.99,0,3.7363,7/24/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
379,20060710,8,SO46687,1,2181.5625,0,1320.6838,7/10/2006,"Road-250 Black, 58",Road Bikes,Bikes
313,20060706,6,SO46592,1,3578.27,0,2171.2942,7/6/2006,"Road-150 Red, 52",Road Bikes,Bikes
351,20060217,4,SO45406,1,3374.99,0,1898.0944,2/17/2006,"Mountain-100 Black, 48",Mountain Bikes,Bikes
477,20071210,10,SO59210,1,4.99,0,1.8663,12/10/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
485,20080411,1,SO67604,1,21.98,0,8.2205,4/11/2008,Fender Set - Mountain,Fenders,Accessories
540,20080527,4,SO70959,1,32.6,0,12.1924,5/27/2008,HL Road Tire,Tires and Tubes,Accessories
477,20071014,6,SO55708,1,4.99,0,1.8663,10/14/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
480,20080415,1,SO67879,1,2.29,0,0.8565,4/15/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
313,20060426,4,SO45934,1,3578.27,0,2171.2942,4/26/2006,"Road-150 Red, 52",Road Bikes,Bikes
528,20080717,4,SO74465,1,4.99,0,1.8663,7/17/2008,Mountain Tire Tube,Tires and Tubes,Accessories
463,20080119,9,SO61971,1,24.49,0,9.1593,1/19/2008,"Half-Finger Gloves, S",Gloves,Clothing
355,20080108,9,SO61309,1,2319.99,0,1265.6195,1/8/2008,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
377,20061114,9,SO48129,1,2181.5625,0,1320.6838,11/14/2006,"Road-250 Black, 52",Road Bikes,Bikes
568,20070921,10,SO54359,1,742.35,0,461.4448,9/21/2007,"Touring-3000 Yellow, 44",Touring Bikes,Bikes
485,20071217,9,SO59710,1,21.98,0,8.2205,12/17/2007,Fender Set - Mountain,Fenders,Accessories
314,20051114,10,SO44602,1,3578.27,0,2171.2942,11/14/2005,"Road-150 Red, 56",Road Bikes,Bikes
479,20080131,9,SO62671,1,8.99,0,3.3623,1/31/2008,Road Bottle Cage,Bottles and Cages,Accessories
484,20071216,4,SO59661,1,7.95,0,2.9733,12/16/2007,Bike Wash - Dissolver,Cleaners,Accessories
528,20071217,6,SO59719,1,4.99,0,1.8663,12/17/2007,Mountain Tire Tube,Tires and Tubes,Accessories
480,20080207,7,SO63093,1,2.29,0,0.8565,2/7/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
386,20071129,8,SO58411,1,1120.49,0,713.0798,11/29/2007,"Road-550-W Yellow, 42",Road Bikes,Bikes
465,20080720,1,SO74545,1,24.49,0,9.1593,7/20/2008,"Half-Finger Gloves, M",Gloves,Clothing
312,20060410,10,SO45827,1,3578.27,0,2171.2942,4/10/2006,"Road-150 Red, 48",Road Bikes,Bikes
579,20080707,4,SO74138,1,1214.85,0,755.1508,7/7/2008,"Touring-2000 Blue, 54",Touring Bikes,Bikes
331,20061001,4,SO47614,1,782.99,0,486.7066,10/1/2006,"Road-650 Red, 52",Road Bikes,Bikes
528,20080204,1,SO62918,1,4.99,0,1.8663,2/4/2008,Mountain Tire Tube,Tires and Tubes,Accessories
477,20080514,4,SO70049,1,4.99,0,1.8663,5/14/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
477,20070911,4,SO53801,1,4.99,0,1.8663,9/11/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
465,20071106,8,SO56936,1,24.49,0,9.1593,11/6/2007,"Half-Finger Gloves, M",Gloves,Clothing
363,20080613,10,SO72282,1,2294.99,0,1251.9813,6/13/2008,"Mountain-200 Black, 46",Mountain Bikes,Bikes
477,20080312,1,SO65578,1,4.99,0,1.8663,3/12/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
484,20070925,8,SO54563,1,7.95,0,2.9733,9/25/2007,Bike Wash - Dissolver,Cleaners,Accessories
313,20060627,4,SO46523,1,3578.27,0,2171.2942,6/27/2006,"Road-150 Red, 52",Road Bikes,Bikes
530,20071102,1,SO56710,1,4.99,0,1.8663,11/2/2007,Touring Tire Tube,Tires and Tubes,Accessories
538,20080425,6,SO68484,1,21.49,0,8.0373,4/25/2008,LL Road Tire,Tires and Tubes,Accessories
484,20080626,4,SO73302,1,7.95,0,2.9733,6/26/2008,Bike Wash - Dissolver,Cleaners,Accessories
480,20080606,1,SO71680,1,2.29,0,0.8565,6/6/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
225,20080607,6,SO71741,1,8.99,0,6.9223,6/7/2008,AWC Logo Cap,Caps,Clothing
477,20080629,9,SO73579,1,4.99,0,1.8663,6/29/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
222,20080512,8,SO69880,1,34.99,0,13.0863,5/12/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
355,20080311,4,SO65541,1,2319.99,0,1265.6195,3/11/2008,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
530,20080115,9,SO61660,1,4.99,0,1.8663,1/15/2008,Touring Tire Tube,Tires and Tubes,Accessories
214,20071218,1,SO59803,1,34.99,0,13.0863,12/18/2007,"Sport-100 Helmet, Red",Helmets,Accessories
339,20070319,9,SO49663,1,782.99,0,486.7066,3/19/2007,"Road-650 Black, 44",Road Bikes,Bikes
388,20071108,9,SO57191,1,1120.49,0,713.0798,11/8/2007,"Road-550-W Yellow, 44",Road Bikes,Bikes
472,20080702,9,SO73761,1,63.5,0,23.749,7/2/2008,"Classic Vest, M",Vests,Clothing
361,20080508,4,SO69620,1,2294.99,0,1251.9813,5/8/2008,"Mountain-200 Black, 42",Mountain Bikes,Bikes
530,20070914,7,SO53957,1,4.99,0,1.8663,9/14/2007,Touring Tire Tube,Tires and Tubes,Accessories
217,20071028,9,SO56438,1,34.99,0,13.0863,10/28/2007,"Sport-100 Helmet, Black",Helmets,Accessories
217,20080514,8,SO70088,1,34.99,0,13.0863,5/14/2008,"Sport-100 Helmet, Black",Helmets,Accessories
350,20060630,4,SO46550,1,3374.99,0,1898.0944,6/30/2006,"Mountain-100 Black, 44",Mountain Bikes,Bikes
467,20080513,1,SO69994,1,24.49,0,9.1593,5/13/2008,"Half-Finger Gloves, L",Gloves,Clothing
588,20080119,7,SO61925,1,769.49,0,419.7784,1/19/2008,"Mountain-400-W Silver, 40",Mountain Bikes,Bikes
373,20060829,10,SO47256,1,2181.5625,0,1320.6838,8/29/2006,"Road-250 Black, 44",Road Bikes,Bikes
480,20071111,7,SO57403,1,2.29,0,0.8565,11/11/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
478,20080425,9,SO68524,1,9.99,0,3.7363,4/25/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
529,20080726,1,SO74729,1,3.99,0,1.4923,7/26/2008,Road Tire Tube,Tires and Tubes,Accessories
480,20080617,4,SO72630,1,2.29,0,0.8565,6/17/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
222,20070923,1,SO54445,1,34.99,0,13.0863,9/23/2007,"Sport-100 Helmet, Blue",Helmets,Accessories
225,20071023,4,SO56221,1,8.99,0,6.9223,10/23/2007,AWC Logo Cap,Caps,Clothing
529,20080701,9,SO73650,1,3.99,0,1.4923,7/1/2008,Road Tire Tube,Tires and Tubes,Accessories
228,20080205,6,SO62997,1,49.99,0,38.4923,2/5/2008,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing
479,20080410,9,SO67576,1,8.99,0,3.3623,4/10/2008,Road Bottle Cage,Bottles and Cages,Accessories
528,20070914,4,SO53959,1,4.99,0,1.8663,9/14/2007,Mountain Tire Tube,Tires and Tubes,Accessories
480,20080104,4,SO60903,1,2.29,0,0.8565,1/4/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
478,20080331,10,SO66766,1,9.99,0,3.7363,3/31/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
225,20071101,4,SO56651,1,8.99,0,6.9223,11/1/2007,AWC Logo Cap,Caps,Clothing
225,20071008,9,SO55372,1,8.99,0,6.9223,10/8/2007,AWC Logo Cap,Caps,Clothing
539,20080605,9,SO71604,1,24.99,0,9.3463,6/5/2008,ML Road Tire,Tires and Tubes,Accessories
475,20080722,4,SO74601,1,69.99,0,26.1763,7/22/2008,"Women's Mountain Shorts, M",Shorts,Clothing
217,20071114,1,SO57589,1,34.99,0,13.0863,11/14/2007,"Sport-100 Helmet, Black",Helmets,Accessories
587,20080102,8,SO60776,1,769.49,0,419.7784,1/2/2008,"Mountain-400-W Silver, 38",Mountain Bikes,Bikes
222,20080211,4,SO63519,1,34.99,0,13.0863,2/11/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
357,20080706,4,SO74064,1,2319.99,0,1265.6195,7/6/2008,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
529,20080119,9,SO61956,1,3.99,0,1.4923,1/19/2008,Road Tire Tube,Tires and Tubes,Accessories
490,20071227,9,SO60430,1,53.99,0,41.5723,12/27/2007,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing
596,20071207,7,SO58845,1,539.99,0,294.5797,12/7/2007,"Mountain-500 Black, 40",Mountain Bikes,Bikes
488,20071226,8,SO60334,1,53.99,0,41.5723,12/26/2007,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing
214,20070923,4,SO54448,1,34.99,0,13.0863,9/23/2007,"Sport-100 Helmet, Red",Helmets,Accessories
237,20080316,8,SO65816,1,49.99,0,38.4923,3/16/2008,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing
541,20080619,6,SO72777,1,28.99,0,10.8423,6/19/2008,Touring Tire,Tires and Tubes,Accessories
536,20080730,6,SO74859,1,29.99,0,11.2163,7/30/2008,ML Mountain Tire,Tires and Tubes,Accessories
214,20071129,9,SO58406,1,34.99,0,13.0863,11/29/2007,"Sport-100 Helmet, Red",Helmets,Accessories
480,20070920,6,SO54269,1,2.29,0,0.8565,9/20/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
477,20071126,4,SO58211,1,4.99,0,1.8663,11/26/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
528,20071123,1,SO58045,1,4.99,0,1.8663,11/23/2007,Mountain Tire Tube,Tires and Tubes,Accessories
322,20050810,9,SO43929,1,699.0982,0,413.1463,8/10/2005,"Road-650 Red, 60",Road Bikes,Bikes
541,20080725,10,SO74713,1,28.99,0,10.8423,7/25/2008,Touring Tire,Tires and Tubes,Accessories
477,20080225,8,SO64389,1,4.99,0,1.8663,2/25/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
480,20071119,9,SO57801,1,2.29,0,0.8565,11/19/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
214,20071121,7,SO57930,1,34.99,0,13.0863,11/21/2007,"Sport-100 Helmet, Red",Helmets,Accessories
473,20080327,10,SO66535,1,63.5,0,23.749,3/27/2008,"Classic Vest, L",Vests,Clothing
217,20070809,8,SO51953,1,34.99,0,13.0863,8/9/2007,"Sport-100 Helmet, Black",Helmets,Accessories
385,20070512,7,SO50376,1,1000.4375,0,605.6492,5/12/2007,"Road-550-W Yellow, 42",Road Bikes,Bikes
484,20080621,9,SO72857,1,7.95,0,2.9733,6/21/2008,Bike Wash - Dissolver,Cleaners,Accessories
484,20071212,9,SO59390,1,7.95,0,2.9733,12/12/2007,Bike Wash - Dissolver,Cleaners,Accessories
535,20070920,9,SO54257,1,24.99,0,9.3463,9/20/2007,LL Mountain Tire,Tires and Tubes,Accessories
538,20070829,4,SO52961,1,21.49,0,8.0373,8/29/2007,LL Road Tire,Tires and Tubes,Accessories
344,20060214,9,SO45392,1,3399.99,0,1912.1544,2/14/2006,"Mountain-100 Silver, 38",Mountain Bikes,Bikes
580,20080204,1,SO62942,1,1700.99,0,1082.51,2/4/2008,"Road-350-W Yellow, 40",Road Bikes,Bikes
480,20080329,6,SO66658,1,2.29,0,0.8565,3/29/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
491,20080410,10,SO67523,1,53.99,0,41.5723,4/10/2008,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing
388,20080411,9,SO67625,1,1120.49,0,713.0798,4/11/2008,"Road-550-W Yellow, 44",Road Bikes,Bikes
484,20070826,9,SO52782,1,7.95,0,2.9733,8/26/2007,Bike Wash - Dissolver,Cleaners,Accessories
488,20070916,4,SO54050,1,53.99,0,41.5723,9/16/2007,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing
528,20080520,4,SO70498,1,4.99,0,1.8663,5/20/2008,Mountain Tire Tube,Tires and Tubes,Accessories
